311,158040,--neBDssyZlHqAWgrHtUBQ,p_wgylnWMXSLlPGCRYSarQ,4
1372521,65362,tr7HesAyzh_wUMYUOz2wBQ,L97gcZgV8Cm9-MSuAanO9Q,2
1372521,50084,tr7HesAyzh_wUMYUOz2wBQ,FykLjv4tIq618q8F2pvTKg,2
1372521,184740,tr7HesAyzh_wUMYUOz2wBQ,yfxDa8RFOvJPQh0rNtakHA,5
1372699,16997,tr_laoI4wwn4ykMZ5pemlQ,4ps8XJFZWi9nNwiWUcycVA,2
1372699,77368,tr_laoI4wwn4ykMZ5pemlQ,PEnlf5CJ8JJonph2jIljCg,3
1372912,12648,ts7gXK95m4HIbcBvnkkzHg,3MdLnbpkvTcsKkMszUv_3g,4
1372967,4809,tsIYfjjy4ds3ImlnJ1PHdw,0cf-w9PK5gLkBkitL3bdqw,5
1372967,150582,tsIYfjjy4ds3ImlnJ1PHdw,n2sA7raIheUCgBq14Vlt5w,2
1372967,27837,tsIYfjjy4ds3ImlnJ1PHdw,8Vpfy_WtcVvZS8Wfz7JQJA,5
1372967,172542,tsIYfjjy4ds3ImlnJ1PHdw,uZ0C261kg1YgvTMTEmIL0Q,5
1372967,110862,tsIYfjjy4ds3ImlnJ1PHdw,_ZKsdEkQ5K_CUSBtahjFAA,2
1372967,60013,tsIYfjjy4ds3ImlnJ1PHdw,JKsYM4eFoRtftDHbEf2j9g,5
1372967,180445,tsIYfjjy4ds3ImlnJ1PHdw,xEBor41OFpeeKdcCZ2sfMg,5
1372967,63159,tsIYfjjy4ds3ImlnJ1PHdw,KP-f7in9RSapddzIVRBE1Q,5
1373446,65257,tt_WDRqcoYt7niE9YbxJBQ,L772e6l2Yd0DJEyCBxBNng,4
1373446,71197,tt_WDRqcoYt7niE9YbxJBQ,N8D-5-fW7EkBdKjNYGhu0A,5
1373446,54264,tt_WDRqcoYt7niE9YbxJBQ,HO2knNxcc_8lFtgGxN8q2A,4
1373527,164315,ttn7Zhd2n774-r3vvHlJDg,rioQ_p2pILNbJ4Xp5jW6-Q,1
1374178,46525,tvV8ola2yC1DSyh9SP8vtA,EnCIojgP5KTr1leaysFE3A,5
1374269,14335,tviyWHPFCUeiwpCIIOJTgQ,3vkP6t_kKN3JT8MMUaBVEA,3
1375139,165159,txzu7PSUUP1y_pqFSriQww,s047uGIPJPtJlo_vf5ESQQ,5
1375151,70325,ty1Hs2aJGkrGGUXulREyng,MqIgMLUdD53r_dmx1goYJg,5
1375151,11093,ty1Hs2aJGkrGGUXulREyng,2pV-BNJvTL3f3EiMZlv6_w,1
1375151,177762,ty1Hs2aJGkrGGUXulREyng,wKA2y-F_fPcBDOkpzDB9eQ,5
1375456,100068,tylDAllkI8e1WF_hrqImpw,Wuo8bVfUscGkJaWSSyNGlA,5
1375572,74488,tz2HuiD8n59K8VKLT2ddbw,OGRB__fguKfGpPdH7FvBDA,4
1376007,100734,u-A5WPLjBZPWsVna_bolYw,X8lYvkI2Yv7f96cz4uE9LQ,1
1376045,66211,u-GUtUIa5d0I_12V0C7moA,LSPwq3J4WDHh6q3Cu0uMog,5
1376045,18852,u-GUtUIa5d0I_12V0C7moA,5T6kFKFycym_GkhgOiysIw,3
1376045,54474,u-GUtUIa5d0I_12V0C7moA,HSrbuWbiBnkujnfCJPtRHg,5
1376045,49103,u-GUtUIa5d0I_12V0C7moA,Fe7BcdqP3TdAFkEdZSD1DA,5
1376045,66275,u-GUtUIa5d0I_12V0C7moA,LU53AhAlVgUiCsVfZy872w,5
1376045,4462,u-GUtUIa5d0I_12V0C7moA,0W4lkclzZThpx3V65bVgig,4
1377342,10048,u2sQfB4Va0G7VLSIeVKOIQ,2S3WsczyCAUp9KCcVmJfRA,1
1377421,138760,u35oomEPIUDxSIRtqCSLsg,j2bx_ctb_ED3zbfSaqhQmQ,5
1377421,160281,u35oomEPIUDxSIRtqCSLsg,qKS7YV76te6olKnA_aMPTg,5
1377522,174838,u3MVkSqJzfp3xojcPgoUhw,vKKSF1_1JNnRMaoNPQb5Lw,5
1377574,118430,u3VZdwHVHwp6D3tuqslo1g,c61LbN1s5qF-k52ReVbQjQ,4
1377674,83405,u3oIb3MNWlqtHkpsj-o7WQ,RHi3Bn4HBGBp105LdVlZbQ,5
1377852,175548,u4DtjwP9En-EZbpxgXZ32Q,vZdGhVPSJpX_w7U7WugBMA,5
1378451,162853,u5vU5mbnDw_aO6CzsDW-QA,rDoT-MgxGRiYqCmi0bG10g,2
1378567,1965,u6FiL6sQ86V7Ab_8Kjb7QA,-ed0Yc9on37RoIoG2ZgxBA,5
1378567,175609,u6FiL6sQ86V7Ab_8Kjb7QA,v_yCY6NCwxCPIsNZR80UfQ,4
1378567,49916,u6FiL6sQ86V7Ab_8Kjb7QA,FvVSy2r7_zDEhZWqLgjXNQ,2
1378567,53253,u6FiL6sQ86V7Ab_8Kjb7QA,H0xkoPI-WwbjY7r-Zt-arw,4
1378567,20886,u6FiL6sQ86V7Ab_8Kjb7QA,698nukvxe7mq2Fra5vDikQ,2
1380121,21775,uAGSM2rEUneNLHFQjwyeMQ,6SwdqYrQSASONmrgG4mBjA,5
1380869,21461,uCK9NQDnXoeW1VT43NTYYA,6M5WG1Hp38dsYkK77S-bzQ,1
1381021,174646,uCiE1FE78rPcdwXtJUgg9Q,vFfU79z5a5jQaQA_ka2ftA,4
1381065,102254,uCnxex2xtEdFYF4siBnQ4A,Xdzd_3-eh0sxCZOXGhEWkw,2
1381080,152785,uCpsCqqSQ3D73Ai6qlpFbw,nnMZ7d3IF-D2LA6Cp7rW8Q,5
1381080,24168,uCpsCqqSQ3D73Ai6qlpFbw,7Gn0NmZIagfY7JlfwuEJnw,5
1381214,142392,uDCTSrEdsEqb9JURJxPTvw,kG_EB5RAsSA3f9HJikI1rw,4
1381214,174945,uDCTSrEdsEqb9JURJxPTvw,vMnB2Cz3c1Io1IEyeLLVOA,2
1381214,21055,uDCTSrEdsEqb9JURJxPTvw,6Cl15LapBVhw4ZfBIeVJJA,5
1381628,131792,uEI9C0dqWUazyl_6_BQpcg,gh6RZ1HvVlZDtjOvrRcF3w,5
1381628,114013,uEI9C0dqWUazyl_6_BQpcg,acH1pdr45EQqkJ8UQS0oJw,1
1381628,96371,uEI9C0dqWUazyl_6_BQpcg,VdZ_0EzBo7EHsNmiZ-zX8Q,4
1381628,148889,uEI9C0dqWUazyl_6_BQpcg,mULK9fWh8kU4_vQYkd9ntA,4
1381628,100014,uEI9C0dqWUazyl_6_BQpcg,WtfWcOtKHVX_kZu5EBg7Uw,4
1381628,108413,uEI9C0dqWUazyl_6_BQpcg,ZjXwoLeep7P_PTMwiExZuQ,1
1381628,47847,uEI9C0dqWUazyl_6_BQpcg,FEDJzSlA34EJ8ypqMWgVew,1
1381628,30562,uEI9C0dqWUazyl_6_BQpcg,9S7RUjzkdpU4MDxUxkvLvg,1
1382879,159009,uHe0X42OUpgNgVvhaSs5ww,pup46G8qFBG8695RtbQNwA,2
1382879,21954,uHe0X42OUpgNgVvhaSs5ww,6We2O5X62J_gduXU7jvf8w,4
1383851,46466,uKEtMql013qdXYnPu2kDiA,ElqLoKM__uU7DcYzRnMpNw,5
1383892,160108,uKKmaSX7XR37moC4Ao6IMw,qGtagj4xXNrF9rIEkiihTw,4
1383892,15274,uKKmaSX7XR37moC4Ao6IMw,4EfD15N0NJ2eDWa9bmVCtw,4
1383892,147844,uKKmaSX7XR37moC4Ao6IMw,m87KU-3H0McyeX-TQJonGw,4
1383892,144161,uKKmaSX7XR37moC4Ao6IMw,ksiurtB-girFTFwMDnpgpQ,4
1383892,7550,uKKmaSX7XR37moC4Ao6IMw,1_y5e1u-o93EKOigXgR3LQ,4
1383892,89440,uKKmaSX7XR37moC4Ao6IMw,TKqVEjoO_QDRGm2hKNPtFQ,4
1383979,139203,uKY_ZDBmOqJQtRxFCJx4zw,jBh399TajGcH28Zo2J1pHw,3
1383979,7457,uKY_ZDBmOqJQtRxFCJx4zw,1Z5S_Lkcl6vA3ZvrAG91TA,4
1384845,3715,uMpu6dIdcv_8_9pUz3UaFg,0FUtlsQrJI7LhqDPxLumEw,5
1384845,65031,uMpu6dIdcv_8_9pUz3UaFg,L23qeWacyCZFjF9DL6o04w,5
1384845,122712,uMpu6dIdcv_8_9pUz3UaFg,da_QOspls2XoU5AZ6QNcww,1
1384845,15523,uMpu6dIdcv_8_9pUz3UaFg,4K5NUsinIgtq-yuxdp2HdA,5
1385083,41691,uNVqAtnzgmc0f1upRaaVCA,D9bf5U0y_0MnL9wMFc4bKQ,5
1385083,68303,uNVqAtnzgmc0f1upRaaVCA,M8S7poDhCIzqQx1--GB-ww,1
1385446,99824,uOPHgbBB2B3cqsYho94BpQ,WpI5MZC3XzlTpcUOKXzCbA,4
1385446,118105,uOPHgbBB2B3cqsYho94BpQ,bzz1t-CEN_G2MDdeirmySQ,1
1385446,64459,uOPHgbBB2B3cqsYho94BpQ,KqxJcRmPEdiUTXHwsZcOZw,5
1385446,121768,uOPHgbBB2B3cqsYho94BpQ,dGuVYsA5DMCm_TjSbX6x7g,5
1385446,162546,uOPHgbBB2B3cqsYho94BpQ,r6jbUGiyoN05mZ13apQGgw,5
1385446,99272,uOPHgbBB2B3cqsYho94BpQ,Wcuo6YmYj3xhCso5sMQcOw,5
1385446,185822,uOPHgbBB2B3cqsYho94BpQ,z3bUwDC1wUPGeIB8Rt90wA,4
1385446,122183,uOPHgbBB2B3cqsYho94BpQ,dQ4pxV6AxBaD3X4gssg5zg,4
1385446,184494,uOPHgbBB2B3cqsYho94BpQ,ybHlmdUHLPKfv85bRK4Wtw,5
1385446,106783,uOPHgbBB2B3cqsYho94BpQ,ZBSiW9qT95tJ2xL9JnHpWw,5
1385446,188401,uOPHgbBB2B3cqsYho94BpQ,zw9_mqWBn1QCfZg88w0Exg,5
1385446,40422,uOPHgbBB2B3cqsYho94BpQ,Cj13NDs_jWzU00Lx14F9OQ,5
1385446,18122,uOPHgbBB2B3cqsYho94BpQ,5Dccw539NNtnyCgTu5ed5A,5
1385446,93051,uOPHgbBB2B3cqsYho94BpQ,UYh1N1xQhOh-a7nX92xPzQ,4
1385446,59645,uOPHgbBB2B3cqsYho94BpQ,JDZ6_yycNQFTpUZzLIKHUg,4
1385446,55172,uOPHgbBB2B3cqsYho94BpQ,HgdFqAvK31fB9sgBdOzo9g,4
1385446,137633,uOPHgbBB2B3cqsYho94BpQ,ifHBH2gZS_feI6JlFbGFfQ,5
1385446,32490,uOPHgbBB2B3cqsYho94BpQ,A5Rkh7UymKm0_Rxm9K2PJw,4
1385446,160418,uOPHgbBB2B3cqsYho94BpQ,qNYLt8zizn--wEpT1KILfw,5
1385588,83003,uOo1Mtn0icIVkW7p96BQNg,R9gRb3T8t-eIKlOtMPShuA,5
1385759,58918,uPIeC5kphpuCUXeUTs9jhw,IyVdd_IqwUtzQDTxw2W9qw,2
1385759,123714,uPIeC5kphpuCUXeUTs9jhw,dunZ7E-LwPvkAS6ERVa8gw,4
1386230,42245,uQX-TqTfSsqCy0bBjFadCg,DLw9rK8Qb6l7ESgxtR47qQ,5
1386230,99663,uQX-TqTfSsqCy0bBjFadCg,Wlcl0ITWjyhqCiSlPmSAlg,3
1386230,5282,uQX-TqTfSsqCy0bBjFadCg,0nlocywsFHQmEt8_xbHNiw,1
1386230,109387,uQX-TqTfSsqCy0bBjFadCg,_3FxLxdg1unUQc3QqIgJuA,5
1386230,159466,uQX-TqTfSsqCy0bBjFadCg,q3YnYPjLuBGRDi_59yTC5g,5
1386281,76172,uQgocaJxtBkYXnufWk42ig,OpHAlSbQLZEztoaRMJnuAA,1
1386281,129378,uQgocaJxtBkYXnufWk42ig,fp24IseF5LGD1Iev7d0PVA,2
1386281,149961,uQgocaJxtBkYXnufWk42ig,mqlZSZ34ff6pJxn3dpTwAw,5
1386469,183422,uR9xVCFyt6aw11fVP03evw,yF0R7Ii-rRQpIMlMDvDevA,5
1386469,44176,uR9xVCFyt6aw11fVP03evw,E0TK141YMBP0LBknhVKEqw,5
1386469,32879,uR9xVCFyt6aw11fVP03evw,ADgacmZ-qXrSOhMfU6bmTA,2
1386482,150495,uRCcMoOj4vKFEtuLyVgH2g,n0xipiBLtvEu4Zd3a6KM6Q,4
1386482,135249,uRCcMoOj4vKFEtuLyVgH2g,hrKpyKLTfSXHiNtuj1T_HA,5
1386482,107366,uRCcMoOj4vKFEtuLyVgH2g,ZNVCrUxpMQPxO40hamEaKg,5
1386482,81154,uRCcMoOj4vKFEtuLyVgH2g,QX5Y_BIxlMG3B3vV1zx1Gw,3
1386637,170820,uReja01D1gIZ0nQVQkgMtQ,tzl4KHt6ZAwyUJIEyemrtQ,5
1386637,104442,uReja01D1gIZ0nQVQkgMtQ,YNjW13ls0enqM2Lep2cCsQ,3
1386637,79786,uReja01D1gIZ0nQVQkgMtQ,Q3UkgxNNInsPcUFhsQFcrg,3
1386637,178817,uReja01D1gIZ0nQVQkgMtQ,wfCNNMkeJcpWr9jj1hcdAA,2
1386637,11864,uReja01D1gIZ0nQVQkgMtQ,35SEr0cPTuoBJ1DYQ686pA,4
1386637,32506,uReja01D1gIZ0nQVQkgMtQ,A5lD3y2eREchEdMcvWPXBA,3
1386637,159015,uReja01D1gIZ0nQVQkgMtQ,pv0CUMRAJqOES16AayszlQ,3
1386637,65732,uReja01D1gIZ0nQVQkgMtQ,LHMPtp-2fsjSsxrLxtLeXA,4
1386637,81292,uReja01D1gIZ0nQVQkgMtQ,Q_BMz5zeWFWW-2OuJGZ1yg,5
1386637,132998,uReja01D1gIZ0nQVQkgMtQ,h51mRPqkuFVk8YN2nY4Img,4
1386722,116656,uRsiZOo3ur_Z9XYQ_x66Zw,bVSgs3LgopcacbrT69FrWg,5
1386722,184740,uRsiZOo3ur_Z9XYQ_x66Zw,yfxDa8RFOvJPQh0rNtakHA,1
1386845,78997,uSDz_HHQLiJ_rq4a5me2bg,Pn1f4xiZoynF0nDb-vtY0A,2
1387196,52784,uTAS4gKGIlJ76rIG6isnEw,GrH7Kn4hYHdpuoKq_RLvYg,5
1387713,53179,uUeSClZnDrSss3yPRzimPA,H-B_JoResY4PyXND1_DQfg,5
1387713,97729,uUeSClZnDrSss3yPRzimPA,W6TH029-LDmCRwuDqV0TYQ,5
1387852,49304,uV141JBJuAlb2143cs3e5Q,FiKSIDLW3rgxmOkEFYpiEw,4
1387852,39672,uV141JBJuAlb2143cs3e5Q,CVECSCW-7zDzjpIPxsew4g,5
1389908,144914,u_OEYusdujxJlnktYS1NUg,l8tSrCIwIyRMBHUiZ9By4A,5
1390092,60324,u_wGoMtknAPk-afAs34Slg,JReis6Ppj2VjKxJMZKt4Pw,1
1390831,98968,ubucjwIuE14eZ2Hw27XGow,WXR0ND0KqbArMZDvFMA-bw,4
1391093,184386,uca3KxhzsRA0dXzaQEgXlQ,yZnEwqTGpkrj_mga5zeZmQ,2
1391093,131705,uca3KxhzsRA0dXzaQEgXlQ,gf68voXoY4LqSC_7Qq5t9A,5
1391141,155312,ucjiayTcI7l4HCAj2UJFTg,of4V8nfW7GwJ03tLDdrOlA,2
1392158,142812,ufRL5PyQ44znAMJNeX8tMw,kQ9gVGp5R_jZwLi0-q8PZQ,4
1392380,136281,ug1fizjOJsib-vSxine7Nw,iCQpiavjjPzJ5_3gPD5Ebg,5
1392391,12894,ug3fGoIW3EYLxh0G5zgj5g,3Ru1_F8GoUcV-QwhX378hA,2
1392391,75662,ug3fGoIW3EYLxh0G5zgj5g,OeW7ulF-qyrj6uLLUsuSLg,5
1392574,182354,ugYVmpvDPtpbknYVNp1sLA,xsdRrNJuNumvrwoQ2Tt8tQ,5
1392939,48291,uhaxavuAWttJeFXbCUEl8g,FOF4Fvgc8siuzT7oqJzZYg,4
1392939,6969,uhaxavuAWttJeFXbCUEl8g,1O0JT3O8TCULYhu-AIziwg,5
1392939,119259,uhaxavuAWttJeFXbCUEl8g,cOZLg1c-UcB2Yj3baQDKkA,2
1392939,21652,uhaxavuAWttJeFXbCUEl8g,6PwKC0dqP9uI85FEP86iPQ,5
1393684,54037,uj_CByJTcF5ikz_HnTEamw,HJ5XgFiNjz4arYS3n27_jA,4
1393684,170036,uj_CByJTcF5ikz_HnTEamw,tj3YzWsjMbPU_ivDkyOE3w,5
1394322,117568,ulLyFZOH-UktxggDf8Hl5g,boIILzBqhjWhq4G0BsB5_A,3
1394322,72115,ulLyFZOH-UktxggDf8Hl5g,NSzhahVpI_B32snhJHM0HA,1
1394322,163745,ulLyFZOH-UktxggDf8Hl5g,rXIDrS8Rz8r09vH4gjHfGQ,5
1394322,168422,ulLyFZOH-UktxggDf8Hl5g,t952QLgrh-5l1woJ4IFgUA,2
1394541,1721,ulyIFWXRVtJSM04d5lvINA,-_TSaVr53qiEGqMkwyEMaQ,5
1394541,95911,ulyIFWXRVtJSM04d5lvINA,VVdbPZs0M6d_X5XdgyAhig,4
1394541,47847,ulyIFWXRVtJSM04d5lvINA,FEDJzSlA34EJ8ypqMWgVew,4
1394937,11569,un9X_XL-alOcXB9TJYM1JQ,3-6biVwm7VwPZ-k67jml-Q,1
1394937,69973,un9X_XL-alOcXB9TJYM1JQ,MhnihE0alud0ereVInSt8Q,2
1394937,95493,un9X_XL-alOcXB9TJYM1JQ,VMr8sgoQOW0fo0qVJENajA,1
1396775,170535,usABOW5RfMsVH1BViNrCgQ,ttgfifuRK6svfWcXoGG-mQ,4
1396775,81526,usABOW5RfMsVH1BViNrCgQ,QeCkX3JI0dZiC6UK4tWl6A,5
1396775,25678,usABOW5RfMsVH1BViNrCgQ,7mU3l5VjH1IxsXcxBxUblg,5
1396775,6909,usABOW5RfMsVH1BViNrCgQ,1MrJJ9tyNyfFrxaNZ67xFg,5
1396775,160737,usABOW5RfMsVH1BViNrCgQ,qUZvcHJ6YDNHVmPLe02mYg,5
1396961,187332,usg8bjQ3QPuP-31a9ts_NQ,z_dSEPKwDL9Vtw1LrAAHWQ,5
1396961,76099,usg8bjQ3QPuP-31a9ts_NQ,OnLlTiUpFRRNOmqKkDUnRw,5
1396961,174066,usg8bjQ3QPuP-31a9ts_NQ,v2tjswIV3e0c8o7_7MwYmg,5
1396961,155974,usg8bjQ3QPuP-31a9ts_NQ,otlnxBQqCEmUmRONAB5elA,5
1397236,134133,utTosrPjRDNNXBVB85ctcg,hTsZSiftorNUFb1VaHCHHg,1
1397785,179210,uux0OiBdRatUBZ3RBxMA3Q,woXlprCuowrLJswWere3TQ,4
1398308,62630,uwKQXUXSElQsTxX4IPwtrQ,KDdu9HDswaJYExaGDuzRjQ,5
1398435,11889,uwjduM3leMpQJJ_YZ5pGKg,36-3H9K1at1NdKgf9vRPQA,1
1398435,49810,uwjduM3leMpQJJ_YZ5pGKg,Ft3GDMUm1T2M2o8cGjOkfg,4
1398875,161313,uxqcKtw2ByPAAE7JEDdMuw,qgAZPDQStZP_Y5XTiQ6UqA,3
1398875,85745,uxqcKtw2ByPAAE7JEDdMuw,S5B9tKJnzoThDK3QORVeiQ,3
1399394,161800,uzHI_UPwlEyFbl2kw8mpEA,qqs7LP4TXAoOrSlaKRfz3A,5
1399394,103136,uzHI_UPwlEyFbl2kw8mpEA,XxYU9t50R5NnyUBmZVCEJg,5
1399394,188265,uzHI_UPwlEyFbl2kw8mpEA,zt9RLUIU32fZYOBh2L0NNQ,3
1399687,139945,v-5YVNr2VersEf30-fGlDQ,jSnkD2SpD-jcJjBjmxqHpw,1
1400276,90853,v0lvFoQNxncwscxqOmCU4A,Todrg1F247iuDIm784XHfA,5
1401437,13873,v3mB1FmtdaS5aiBX3ka50g,3l_rMuRs97IKEA1DCZokOA,5
1401437,79804,v3mB1FmtdaS5aiBX3ka50g,Q3nButmAU4F-v55S5I3vEw,5
1401437,61386,v3mB1FmtdaS5aiBX3ka50g,Jnw072ogcKlp758gI_PTjQ,5
1401437,167428,v3mB1FmtdaS5aiBX3ka50g,snw9iNNLpFYZeHotW00uVA,5
1401437,135659,v3mB1FmtdaS5aiBX3ka50g,i-6eBvkPRtVh7cbNDS4Agw,1
1401437,22940,v3mB1FmtdaS5aiBX3ka50g,6qkNhpgMYE6y3eHurFq6yw,1
1401437,134641,v3mB1FmtdaS5aiBX3ka50g,hdqhXOzPrwskT55T9mkC2g,1
1401691,105479,v4VDRrJvqTelcM6UIajvDQ,Yk7fxB4-8MeFd6HkEF8wsA,5
1401736,66603,v4aPpMvVksB5gbzAPppziA,L_ZLtfHvfzfoNVQ0-okTXg,5
1401736,155142,v4aPpMvVksB5gbzAPppziA,oaqbLDW3wNqkynlnp4mvlw,4
1401790,50059,v4lHQ4TmqUOeonLKSWvlvw,FyKefsWq62xeXpje0Flcig,5
1402542,176712,v6lMTufjhzZIO1GW1JiglA,vyDW7_CHhDUJshMqaSjj0g,1
1402763,33906,v7MDOklUEle_OcENMYQPng,AYxhg8pCPpTayz6TYfNzFg,5
1403165,12172,v8PQtoj_GG796wjEkhaRTg,3C5Z9homtzkWHouH2BHXYQ,4
1403489,138751,v9F5etmombtubt3uB1MxeA,j2TKvVKLMgfJKe_UPtGOVg,5
1403489,112010,v9F5etmombtubt3uB1MxeA,_y4zRzQloskP7IsEBhdNDA,5
1403724,55981,v9svFhiX4PIgc6nVdhRR8Q,HyzHidtQXC4JIULtSbk3NA,1
1403794,37238,vA4LM76VgKuw7IzEBdyecg,BgQ5ob0QiZfO5YbgI7VyFw,5
1403794,92580,vA4LM76VgKuw7IzEBdyecg,UOtoOybZ5vAB4aXBLc57vA,5
1404220,171173,vBAC4OeAJfCABukkhQVpYw,u65uMUc88VMD7wI09BU1IQ,2
1404230,107820,vBBpigOSr6GlYAY5L8KA0Q,ZXfMiPsPv-cH7GMQ-5-mhA,5
1404230,162264,vBBpigOSr6GlYAY5L8KA0Q,r-wz3rmeNGLBMOqtfXnxog,5
1404244,129728,vBELEOb43fU1y15YQiD3Eg,fxZ8B05ROM1BSAdlh7p1MQ,1
1404244,118772,vBELEOb43fU1y15YQiD3Eg,cE8AfllSAn3RKsxqB6t4xw,1
1404312,33843,vBQOGc4nzTaHvsauYJPegw,AXq8uPxqBP-c5PCrnba-4A,5
1404340,86956,vBVsaZ_bnlnoMw3QE_hZHw,SVGApDPNdpFlEjwRQThCxA,5
1404515,187830,vByDcdDYQdgS6g9kllIVMQ,zjvnqTjBp56NhMp1GrlO5g,1
1404515,18122,vByDcdDYQdgS6g9kllIVMQ,5Dccw539NNtnyCgTu5ed5A,5
1404886,89821,vD-L5VdoXY3SvN3rAe_cgQ,TSnKwZnpX6SHbKsFKjV-0Q,3
1405004,7,vDGu7jnrngKd9Be9OpFACw,--DaPTJW3-tB1vP-PfdTEg,3
1405462,66079,vEU11BK8opWCSR6X_TbJNw,LPjK0C7akiJ5BWVbZ96VqQ,1
1406820,141640,vI6F0nq57DJWZe7Qvja5Fw,k0vkHxJTOex5GRpcznaayA,1
1406941,118137,vIWkviK_oWJr-Gs8zUpYXg,c-hapDBIAZ9Uw4pB59Xc-g,2
1406941,98929,vIWkviK_oWJr-Gs8zUpYXg,WW_oh8NfnHH32L_H5Kn1Ig,5
1406941,134948,vIWkviK_oWJr-Gs8zUpYXg,hkZh4tAa2oJ34i8hxej6Zg,4
1407051,11389,vIrXNHGTFOI5Gbw21NtAoA,2vu5RPLxvAqY0PK5olT7QQ,5
1407417,108376,vJipE2XUFxM1u29ZjLNItg,Zig83ANRB7P41K5i9iKxMQ,4
1407417,78831,vJipE2XUFxM1u29ZjLNItg,PjQngP_7m7PA8K1WUHdXqg,4
1407736,8896,vKVbmxfzVeX-BlV5lYmT5g,22MYhTXwSXaS4rW2VOrR-w,5
1407736,8673,vKVbmxfzVeX-BlV5lYmT5g,1ylgrtS3iSNaf3V68kw4bw,5
1407736,99183,vKVbmxfzVeX-BlV5lYmT5g,WbJ1LRQdOuYYlRLyTkuuxw,5
1407736,50962,vKVbmxfzVeX-BlV5lYmT5g,GHBLPfbssjupzlhBfCoF3A,5
1407736,140553,vKVbmxfzVeX-BlV5lYmT5g,jeJbLKuVSbPuAwvgOoP5hA,1
1407736,95987,vKVbmxfzVeX-BlV5lYmT5g,VXFycyyI3uEx6IOHkPLvSQ,5
1408172,8532,vLegbLJ395ezWReXz65RTg,1v9TVINzMod7JfSQI7Aayw,5
1408287,22570,vLyeQfgIszr7ARobNuV85g,6jDD-Z8QcsKTdIDWwM8gog,5
1408287,16511,vLyeQfgIszr7ARobNuV85g,4fGGeKlUY3SwqLW4SH_QnQ,5
1408528,147791,vMcGsYt7uKhhm1OQxoqEag,m6nLTIrEJHtHSYJjVavnzw,5
1408528,170396,vMcGsYt7uKhhm1OQxoqEag,tqxS-gA5zhBvdI5lk7kDGg,5
1408528,153673,vMcGsYt7uKhhm1OQxoqEag,o5Mofj5KJkYAMs_fhxftpg,4
1408528,2008,vMcGsYt7uKhhm1OQxoqEag,-fiUXzkxRfbHY9TKWwuptw,5
1408528,124019,vMcGsYt7uKhhm1OQxoqEag,e0prCZXtHGQIKeQ_wTW3uw,4
1408528,157363,vMcGsYt7uKhhm1OQxoqEag,pMiz7SP82Tknv1NbVqoSfg,5
1408617,7337,vMpozky4O6Z4uszXIxstdw,1WBVqmo7tgF0z0eGf4fPhQ,5
1408617,47055,vMpozky4O6Z4uszXIxstdw,EyhI_N2JvQQgBypBJAT3tw,5
1408617,146005,vMpozky4O6Z4uszXIxstdw,lWnG8JOua6jJ_STTLLstlg,1
1408617,78896,vMpozky4O6Z4uszXIxstdw,PkqN5st3zZ_Xce_5QlBtNQ,5
1408967,120626,vNpLErp6aex-WaTSd7tWWQ,crobk5KEq_N4CEGouA_qSA,5
1409171,26522,vOLIbetkoBqpasqsOXPDZg,83C5ysOCnmNGB_fDsVdr9Q,5
1409171,41706,vOLIbetkoBqpasqsOXPDZg,DA-ddRqcReCe_DcXKicvsQ,4
1409171,64858,vOLIbetkoBqpasqsOXPDZg,KyzPvdGPb2ubVlXJrS2QPA,5
1409294,42656,vOe7_MLxwwjWyRIJPB3yHg,DV0xGqpbAGyYvC-oHy6vhw,4
1409428,159203,vOzgNV2E2o2ulGX2PV_ilA,pyqnGlIfP9Zw8LLxBjyAiA,5
1409504,2478,vPDluIPpcA2zG3hrHtx-og,-pV9kWNoA9vyHfM_auYecA,4
1409504,143020,vPDluIPpcA2zG3hrHtx-og,kUtQT0IgfJaBE-5uP0r4sQ,2
1409611,128974,vPUsVFzeRgZ5GtiR4gXlCA,fgxW2Eww2MzMHd8eWT58Ig,1
1410108,126808,vQoGIpYM1LF63HkrtplBag,eyy4s1k5hne3UC8cF_xwXw,5
1410810,180078,vSfwI2ScSGwrucQl7L27cA,x6fYvse8sBOZf9y8BOZZmA,2
1410997,59388,vTCDgwBfzmjcLYo3yn8q5Q,J7fekWie4ZwR03AZVBisFw,5
1411052,112247,vTMhSrxPngfkpirAj3QFPw,a2ZBDIXmwBm7IWnXR6LK-g,5
1411052,104657,vTMhSrxPngfkpirAj3QFPw,YSYDJTCt5kzY2kKnLNGRiA,5
1411651,77042,vUxChSpzEzHHgfYl4q4i8g,P7j_K9baGxWPlInbjn0OOg,5
1411777,117199,vVO1PUtiRrdYPnIzdLjyhA,bgNmUYcraelf27TviWEMGA,4
1412130,185963,vWROEtZQSFPGdHTeFHSBPQ,z6xwlHA_TgxmXSes3o2bbg,1
1414042,129470,vagYT2a2iTYnSkXKr93DSw,frCxZS7lPhEnQRJ3UY6m7A,5
1414351,127116,vbTQuJ0bx9KlNY77rVmApg,f4x1YBxkLrZg652xt2KR5g,3
1414351,121242,vbTQuJ0bx9KlNY77rVmApg,d4qwVw4PcN-_2mK2o1Ro1g,4
1414457,47492,vbh1DFJrxkMl6Z3cNzPxaQ,F6Xyqyoi_RCTc3mf00ip2Q,5
